2025-05-24 14:15:10,KRW-BTC,rsi,sell,147474000.0
2025-05-24 14:15:10,KRW-BTC,rsi,buy,143848000.0
2025-05-24 14:15:10,KRW-BTC,rsi,sell,157330000.0
2025-05-24 14:15:10,KRW-BTC,rsi,buy,147501000.0
2025-05-24 14:15:10,KRW-BTC,rsi,buy,142859000.0
2025-05-24 14:15:10,KRW-BTC,rsi,buy,130094000.0
2025-05-24 14:15:10,KRW-BTC,rsi,buy,121272000.0
2025-05-24 14:15:10,KRW-BTC,rsi,buy,117936000.0
2025-05-24 14:15:10,KRW-BTC,rsi,sell,137660000.0
2025-05-24 14:15:10,KRW-BTC,rsi,sell,144964000.0
2025-05-24 14:15:10,KRW-BTC,rsi,sell,145880000.0
2025-05-24 14:15:10,KRW-BTC,rsi,sell,146465000.0
2025-05-24 14:15:10,KRW-ETH,rsi,sell,5194000.0
2025-05-24 14:15:10,KRW-ETH,rsi,sell,5351000.0
2025-05-24 14:15:10,KRW-ETH,rsi,buy,5132000.0
2025-05-24 14:15:10,KRW-ETH,rsi,buy,4214000.0
2025-05-24 14:15:10,KRW-ETH,rsi,buy,4037000.0
2025-05-24 14:15:10,KRW-ETH,rsi,buy,4018000.0
2025-05-24 14:15:10,KRW-ETH,rsi,buy,3242000.0
2025-05-24 14:15:10,KRW-ETH,rsi,buy,2855000.0
2025-05-24 14:15:10,KRW-ETH,rsi,buy,2831000.0
2025-05-24 14:15:10,KRW-ETH,rsi,buy,2257000.0
2025-05-24 14:15:10,KRW-ETH,rsi,buy,2381000.0
2025-05-24 14:15:10,KRW-ETH,rsi,sell,2582000.0
2025-05-24 14:15:10,KRW-ETH,rsi,sell,2573000.0
2025-05-24 14:15:10,KRW-TRX,rsi,sell,456.0
2025-05-24 14:15:10,KRW-TRX,rsi,buy,380.0
2025-05-24 14:15:10,KRW-TRX,rsi,buy,383.0
2025-05-24 14:15:10,KRW-TRX,rsi,sell,394.0
2025-05-24 14:15:10,KRW-TRX,rsi,buy,349.0
2025-05-24 14:15:10,KRW-TRX,rsi,sell,380.0
2025-05-24 14:15:10,KRW-TRX,rsi,buy,348.0
2025-05-24 14:15:10,KRW-TRX,rsi,sell,365.0
2025-05-24 14:15:10,KRW-TRX,rsi,sell,375.0
2025-05-24 14:15:10,KRW-TRX,rsi,sell,383.0
2025-05-24 14:15:10,KRW-SOL,rsi,buy,293450.0
2025-05-24 14:15:11,KRW-SOL,rsi,buy,309050.0
2025-05-24 14:15:11,KRW-SOL,rsi,sell,349700.0
2025-05-24 14:15:11,KRW-SOL,rsi,buy,325800.0
2025-05-24 14:15:11,KRW-SOL,rsi,buy,297250.0
2025-05-24 14:15:11,KRW-SOL,rsi,buy,285000.0
2025-05-24 14:15:11,KRW-SOL,rsi,buy,214450.0
2025-05-24 14:15:11,KRW-SOL,rsi,buy,183750.0
2025-05-24 14:15:11,KRW-SOL,rsi,buy,167050.0
2025-05-24 14:15:11,KRW-SOL,rsi,sell,210700.0
2025-05-24 14:15:11,KRW-SOL,rsi,sell,237350.0
2025-05-24 14:15:11,KRW-SOL,rsi,sell,237400.0
2025-05-25 08:43:50,KRW-BTC,rsi,buy,87920000.0
2025-05-25 08:43:50,KRW-BTC,rsi,sell,81680000.0
2025-05-25 08:43:50,KRW-BTC,rsi,buy,82826000.0
2025-05-25 08:43:50,KRW-BTC,rsi,sell,79397000.0
2025-05-25 08:43:50,KRW-BTC,rsi,buy,86397000.0
2025-05-25 08:43:50,KRW-BTC,rsi,sell,82815000.0
2025-05-25 08:43:50,KRW-BTC,rsi,buy,77275000.0
2025-05-25 08:43:50,KRW-BTC,rsi,sell,82604000.0
2025-05-25 08:43:50,KRW-BTC,rsi,buy,141320000.0
2025-05-25 08:43:50,KRW-BTC,rsi,sell,150264000.0
2025-05-25 08:43:51,KRW-BTC,rsi,buy,146551000.0
2025-05-25 08:43:51,KRW-BTC,rsi,sell,141364000.0
2025-05-25 08:43:51,KRW-BTC,rsi,buy,142500000.0
2025-05-25 08:43:51,KRW-BTC,rsi,sell,130094000.0
2025-05-25 08:43:51,KRW-BTC,rsi,buy,122801000.0
2025-05-25 08:43:51,KRW-BTC,rsi,sell,117517000.0
2025-05-25 08:43:51,KRW-BTC,rsi,buy,121339000.0
2025-05-25 08:43:51,KRW-BTC,rsi,sell,133855000.0
2025-05-25 08:45:54,KRW-BTC,rsi,buy,87920000.0
2025-05-25 08:45:54,KRW-BTC,rsi,sell,81680000.0
2025-05-25 08:45:54,KRW-BTC,rsi,buy,82826000.0
2025-05-25 08:45:54,KRW-BTC,rsi,sell,79397000.0
2025-05-25 08:45:54,KRW-BTC,rsi,buy,86397000.0
2025-05-25 08:45:54,KRW-BTC,rsi,sell,82815000.0
2025-05-25 08:45:54,KRW-BTC,rsi,buy,77275000.0
2025-05-25 08:45:54,KRW-BTC,rsi,sell,82604000.0
2025-05-25 08:45:54,KRW-BTC,rsi,buy,141320000.0
2025-05-25 08:45:54,KRW-BTC,rsi,sell,150264000.0
2025-05-25 08:45:55,KRW-BTC,rsi,buy,146551000.0
2025-05-25 08:45:55,KRW-BTC,rsi,sell,141364000.0
2025-05-25 08:45:55,KRW-BTC,rsi,buy,142500000.0
2025-05-25 08:45:55,KRW-BTC,rsi,sell,130094000.0
2025-05-25 08:45:55,KRW-BTC,rsi,buy,122801000.0
2025-05-25 08:45:55,KRW-BTC,rsi,sell,117517000.0
2025-05-25 08:45:55,KRW-BTC,rsi,buy,121339000.0
2025-05-25 08:45:55,KRW-BTC,rsi,sell,133855000.0
2025-05-25 08:51:38,KRW-BTC,rsi,buy,87920000.0
2025-05-25 08:51:38,KRW-BTC,rsi,sell,81680000.0
2025-05-25 08:51:38,KRW-BTC,rsi,buy,82826000.0
2025-05-25 08:51:38,KRW-BTC,rsi,sell,79397000.0
2025-05-25 08:51:38,KRW-BTC,rsi,buy,86397000.0
2025-05-25 08:51:38,KRW-BTC,rsi,sell,82815000.0
2025-05-25 08:51:38,KRW-BTC,rsi,buy,77275000.0
2025-05-25 08:51:38,KRW-BTC,rsi,sell,82604000.0
2025-05-25 08:51:38,KRW-BTC,rsi,buy,141320000.0
2025-05-25 08:51:38,KRW-BTC,rsi,sell,150264000.0
2025-05-25 08:51:38,KRW-BTC,rsi,buy,146551000.0
2025-05-25 08:51:38,KRW-BTC,rsi,sell,141364000.0
2025-05-25 08:51:38,KRW-BTC,rsi,buy,142500000.0
2025-05-25 08:51:38,KRW-BTC,rsi,sell,130094000.0
2025-05-25 08:51:39,KRW-BTC,rsi,buy,122801000.0
2025-05-25 08:51:39,KRW-BTC,rsi,sell,117517000.0
2025-05-25 08:51:39,KRW-BTC,rsi,buy,121339000.0
2025-05-25 08:51:39,KRW-BTC,rsi,sell,133855000.0
2025-05-25 08:52:10,KRW-BTC,rsi,buy,87920000.0
2025-05-25 08:52:10,KRW-BTC,rsi,sell,81680000.0
2025-05-25 08:52:10,KRW-BTC,rsi,buy,82826000.0
2025-05-25 08:52:10,KRW-BTC,rsi,sell,79397000.0
2025-05-25 08:52:10,KRW-BTC,rsi,buy,86397000.0
2025-05-25 08:52:10,KRW-BTC,rsi,sell,82815000.0
2025-05-25 08:52:10,KRW-BTC,rsi,buy,77275000.0
2025-05-25 08:52:10,KRW-BTC,rsi,sell,82604000.0
2025-05-25 08:52:10,KRW-BTC,rsi,buy,141320000.0
2025-05-25 08:52:10,KRW-BTC,rsi,sell,150264000.0
2025-05-25 08:52:10,KRW-BTC,rsi,buy,146551000.0
2025-05-25 08:52:10,KRW-BTC,rsi,sell,141364000.0
2025-05-25 08:52:10,KRW-BTC,rsi,buy,142500000.0
2025-05-25 08:52:10,KRW-BTC,rsi,sell,130094000.0
2025-05-25 08:52:10,KRW-BTC,rsi,buy,122801000.0
2025-05-25 08:52:10,KRW-BTC,rsi,sell,117517000.0
2025-05-25 08:52:10,KRW-BTC,rsi,buy,121339000.0
2025-05-25 08:52:10,KRW-BTC,rsi,sell,133855000.0
2025-05-25 08:52:57,KRW-BTC,rsi,buy,87920000.0
2025-05-25 08:52:57,KRW-BTC,rsi,sell,81680000.0
2025-05-25 08:52:57,KRW-BTC,rsi,buy,82826000.0
2025-05-25 08:52:57,KRW-BTC,rsi,sell,79397000.0
2025-05-25 08:52:57,KRW-BTC,rsi,buy,86397000.0
2025-05-25 08:52:57,KRW-BTC,rsi,sell,82815000.0
2025-05-25 08:52:57,KRW-BTC,rsi,buy,77275000.0
2025-05-25 08:52:57,KRW-BTC,rsi,sell,82604000.0
2025-05-25 08:52:57,KRW-BTC,rsi,buy,141320000.0
2025-05-25 08:52:57,KRW-BTC,rsi,sell,150264000.0
2025-05-25 08:52:57,KRW-BTC,rsi,buy,146551000.0
2025-05-25 08:52:57,KRW-BTC,rsi,sell,141364000.0
2025-05-25 08:52:57,KRW-BTC,rsi,buy,142500000.0
2025-05-25 08:52:57,KRW-BTC,rsi,sell,130094000.0
2025-05-25 08:52:57,KRW-BTC,rsi,buy,122801000.0
2025-05-25 08:52:57,KRW-BTC,rsi,sell,117517000.0
2025-05-25 08:52:57,KRW-BTC,rsi,buy,121339000.0
2025-05-25 08:52:57,KRW-BTC,rsi,sell,133855000.0
2025-05-25 08:53:58,KRW-BTC,rsi,buy,87920000.0
2025-05-25 08:53:58,KRW-BTC,rsi,sell,81680000.0
2025-05-25 08:53:58,KRW-BTC,rsi,buy,82826000.0
2025-05-25 08:53:58,KRW-BTC,rsi,sell,79397000.0
2025-05-25 08:53:58,KRW-BTC,rsi,buy,86397000.0
2025-05-25 08:53:58,KRW-BTC,rsi,sell,82815000.0
2025-05-25 08:53:58,KRW-BTC,rsi,buy,77275000.0
2025-05-25 08:53:58,KRW-BTC,rsi,sell,82604000.0
2025-05-25 08:53:58,KRW-BTC,rsi,buy,141320000.0
2025-05-25 08:53:58,KRW-BTC,rsi,sell,150264000.0
2025-05-25 08:53:58,KRW-BTC,rsi,buy,146551000.0
2025-05-25 08:53:58,KRW-BTC,rsi,sell,141364000.0
2025-05-25 08:53:58,KRW-BTC,rsi,buy,142500000.0
2025-05-25 08:53:58,KRW-BTC,rsi,sell,130094000.0
2025-05-25 08:53:58,KRW-BTC,rsi,buy,122801000.0
2025-05-25 08:53:58,KRW-BTC,rsi,sell,117517000.0
2025-05-25 08:53:58,KRW-BTC,rsi,buy,121339000.0
2025-05-25 08:53:58,KRW-BTC,rsi,sell,133855000.0
2025-05-25 08:59:39,KRW-BTC,rsi,buy,87920000.0
2025-05-25 08:59:39,KRW-BTC,rsi,sell,81680000.0
2025-05-25 08:59:39,KRW-BTC,rsi,buy,82826000.0
2025-05-25 08:59:39,KRW-BTC,rsi,sell,79397000.0
2025-05-25 08:59:39,KRW-BTC,rsi,buy,86397000.0
2025-05-25 08:59:39,KRW-BTC,rsi,sell,82815000.0
2025-05-25 08:59:39,KRW-BTC,rsi,buy,77275000.0
2025-05-25 08:59:39,KRW-BTC,rsi,sell,82604000.0
2025-05-25 08:59:39,KRW-BTC,rsi,buy,141320000.0
2025-05-25 08:59:39,KRW-BTC,rsi,sell,150264000.0
2025-05-25 08:59:39,KRW-BTC,rsi,buy,146551000.0
2025-05-25 08:59:39,KRW-BTC,rsi,sell,141364000.0
2025-05-25 08:59:39,KRW-BTC,rsi,buy,142500000.0
2025-05-25 08:59:39,KRW-BTC,rsi,sell,130094000.0
2025-05-25 08:59:39,KRW-BTC,rsi,buy,122801000.0
2025-05-25 08:59:39,KRW-BTC,rsi,sell,117517000.0
2025-05-25 08:59:39,KRW-BTC,rsi,buy,121339000.0
2025-05-25 08:59:39,KRW-BTC,rsi,sell,133855000.0
